"id","legacyId","firstName","lastName","department","avgRating","avgDifficulty","numRatings","wouldTakeAgainPercent","ratings_r1","ratings_r2","ratings_r3","ratings_r4","ratings_r5","ratings_total","attendance_yes","attendance_no","attendance_neither","credit_yes","credit_no","credit_neither","tag_1_name","tag_1_count","tag_2_name","tag_2_count","tag_3_name","tag_3_count","tag_4_name","tag_4_count","tag_5_name","tag_5_count"
"VGVhY2hlci04ODIxOTg=","882198","David","Woodruff","Biology","3","3.9","42","-1","6","9","8","11","8","42","1","0","45","1","0","37","Skip class? You won't pass.","1","Would take again","1","Inspirational","1","","","",""
"VGVhY2hlci0yMDE2NzU5","2016759","James","Sharpnack","Mathematics","3.8","2.8","8","-1","1","0","0","3","4","8","1","0","5","8","0","0","Would take again","4","Lots of homework","3","Hilarious","3","Clear grading criteria","1","Caring","1"
"VGVhY2hlci0xMDA5NjM3","1009637","Charles","Hicks","Physics","2","4.2","33","-1","12","9","7","5","0","33","0","0","32","1","0","31","Tough grader","1","Lots of homework","1","Beware of pop quizzes","1","","","",""
"VGVhY2hlci0xMjQwMTQy","1240142","Karen","Christman","Engineering","2.5","3.5","4","-1","0","2","1","1","0","4","0","0","2","2","0","2","Tough grader","1","Tests are tough","1","Group projects","1","","","",""
"VGVhY2hlci0yMjc4OTI=","227892","Joel","Sobel","Economics","3.8","2.9","12","-1","0","1","3","2","6","12","0","0","10","3","0","10","Beware of pop quizzes","2","Tough grader","1","Clear grading criteria","1","Hilarious","1","Respected","1"
"VGVhY2hlci05ODQzNjU=","984365","Nicole","Holland","Art History","2.9","2.4","9","-1","1","2","2","3","1","9","0","0","8","1","0","6","Lecture heavy","1","","","","","","","",""
"VGVhY2hlci04NTgyNjM=","858263","Gert","Lanckriet","Engineering","3.1","3.8","19","-1","5","1","3","4","6","19","0","0","23","2","0","21","Tough grader","1","Get ready to read","1","Tests are tough","1","Would take again","1","Respected","1"
"VGVhY2hlci0xODg2NjIy","1886622","Besa","Smith","Science","3.8","4","3","-1","0","0","0","3","0","3","1","0","1","1","0","0","Participation matters","1","Lots of homework","1","Beware of pop quizzes","1","","","",""
"VGVhY2hlci0xODkzMDEx","1893011","Gilberto","Mosqueda","Engineering","3.8","2.5","2","-1","0","0","0","2","0","2","0","0","1","1","0","0","Lots of homework","1","","","","","","","",""
"VGVhY2hlci0yMDAzNTE1","2003515","Ellen ","Turnage","Law","1","5","2","-1","2","0","0","0","0","2","2","0","1","3","0","0","Tough grader","2","Lecture heavy","2","So many papers","1","","","",""
"VGVhY2hlci0xOTg5MTQ1","1989145","Jessica","Novak","Anthropology","3","4","3","-1","0","0","2","1","0","3","1","0","4","5","0","0","Tough grader","1","Get ready to read","1","Participation matters","1","Skip class? You won't pass.","1","So many papers","1"
"VGVhY2hlci0yMDA2MjM3","2006237","Jennifer ","Nations","Sociology","4.3","2.5","2","-1","0","0","0","1","1","2","1","0","2","3","0","0","","","","","","","","","",""
"VGVhY2hlci0xOTYyNDI2","1962426","Erin","Wolcott","Economics","3","3.8","5","-1","0","1","2","2","0","5","1","0","4","5","0","0","Tough grader","3","Tests are tough","2","Get ready to read","1","Participation matters","1","",""
"VGVhY2hlci0xNzI4MTE2","1728116","Choon","Kim","Computer Science","1.7","3.8","16","-1","","","","","","","0","0","8","10","0","0","Tough grader","7","Tests are tough","4","Lecture heavy","3","Get ready to read","1","Skip class? You won't pass.","1"
"VGVhY2hlci0xNTU4MTM=","155813","Carol","Plantamura","Music","3.3","2.1","10","-1","3","1","0","2","4","10","0","0","9","1","0","9","","","","","","","","","",""
"VGVhY2hlci0xOTUyMjg2","1952286","Rebekah","Baglini","Linguistics","3.5","2","2","-1","","","","","","","0","0","2","2","0","0","","","","","","","","","",""
"VGVhY2hlci0xODg2Mzc1","1886375","Massimiliano","Menarini","Computer Science","2.2","4","6","-1","4","0","0","1","1","6","0","0","4","4","0","0","Group projects","1","","","","","","","",""
"VGVhY2hlci0xOTY5ODY4","1969868","Jiayi","Wen","Mathematics","4","1","2","-1","0","0","0","2","0","2","0","0","2","2","0","0","","","","","","","","","",""
"VGVhY2hlci05MDI0NzY=","902476","Lisa","Nunn","Sociology","5","3","7","-1","0","0","0","0","7","7","0","0","6","1","0","6","Get ready to read","1","Would take again","1","Respected","1","","","",""
"VGVhY2hlci0xODU5OTQ4","1859948","James","Hall","Mathematics","3.8","2.1","14","-1","0","1","5","3","5","14","0","0","3","1","0","0","Would take again","1","","","","","","","",""
"VGVhY2hlci0xODc4ODY5","1878869","Gloria","Kim","History","2.8","2.5","6","-1","2","1","0","1","2","6","0","0","1","3","0","0","Get ready to read","2","Tough grader","1","Skip class? You won't pass.","1","Would take again","1","Lots of homework","1"
"VGVhY2hlci0xMjU2MDk5","1256099","Rachel","Jacob-Almeida","Sociology","2.8","2.9","11","-1","1","3","5","0","2","11","1","0","12","1","0","12","Gives good feedback","1","Caring","1","Respected","1","","","",""
"VGVhY2hlci0xOTYyOTM5","1962939","Peter","Klemperer","Computer Science","4","1.8","4","-1","0","1","0","0","3","4","0","0","3","4","0","0","Participation matters","1","Group projects","1","Amazing lectures ","1","Would take again","1","Gives good feedback","1"
"VGVhY2hlci0xOTg5MjY2","1989266","John","LeJeune","Political Science","4.7","2.7","3","-1","","","","","","","2","0","2","5","0","0","Get ready to read","3","Hilarious","2","Respected","2","Skip class? You won't pass.","1","Amazing lectures ","1"
"VGVhY2hlci0xNzQ1NDgz","1745483","Chris","Briggs","Mathematics","2.8","4","50","-1","10","11","12","4","13","50","0","0","45","4","0","22","Tough grader","2","Tests? Not many","2","Hilarious","2","Skip class? You won't pass.","1","Clear grading criteria","1"
"VGVhY2hlci0xNDA2Mzkw","1406390","Eun Park","Smith","Writing","4.1","3","7","-1","1","0","0","1","5","7","2","0","5","","","","Gives good feedback","2","Get ready to read","1","Hilarious","1","So many papers","1","Caring","1"
"VGVhY2hlci0xOTMxODU5","1931859","Ronald","LaPlante","Accounting","2.3","4","2","-1","1","0","0","1","0","2","2","0","0","2","0","0","Tough grader","1","Get ready to read","1","EXTRA CREDIT","1","Would take again","1","Respected","1"
"VGVhY2hlci04MjczMTY=","827316","Ian S","Abramson","Mathematics","3.6","3.1","18","-1","0","4","4","3","7","18","1","0","18","2","0","17","","","","","","","","","",""
"VGVhY2hlci0xMjExODc5","1211879","Jane","Almedia","Visual Arts","3.8","2","2","-1","0","0","1","0","1","2","0","0","2","1","0","0","Get ready to read","1","Amazing lectures ","1","Inspirational","1","","","",""
"VGVhY2hlci01NzM3MDk=","573709","Massimo","Scanziani","Biology","4.4","3.6","11","-1","0","0","1","2","8","11","0","0","11","1","0","10","Amazing lectures ","1","Inspirational","1","Caring","1","","","",""
"VGVhY2hlci02MjY3Ng==","62676","Anne","Hoger","Engineering","4.5","3.1","44","-1","","","","","","","0","0","43","3","0","40","Would take again","2","Respected","2","Amazing lectures ","1","Clear grading criteria","1","",""
"VGVhY2hlci02NDQwNTM=","644053","Fan Chung","Graham","Mathematics","1.9","2.6","8","-1","3","1","3","1","0","8","0","0","8","1","0","7","Lecture heavy","1","","","","","","","",""
"VGVhY2hlci0yODY0NTM=","286453","George","Fuller","Physics","4.3","1.2","10","-1","1","0","1","1","7","10","1","0","9","2","0","8","Clear grading criteria","1","Would take again","1","","","","","",""
"VGVhY2hlci0xNTQzMzk4","1543398","Congjun","WU","Physics","2.7","2","3","-1","0","2","0","1","0","3","0","0","2","1","0","2","Tests? Not many","1","Would take again","1","Hilarious","1","","","",""
"VGVhY2hlci0xODgxMTA0","1881104","Robert","Pierzak","Music","2.4","3.7","10","-1","0","3","7","0","0","10","1","0","4","4","0","0","Tough grader","4","Lecture heavy","2","Skip class? You won't pass.","1","","","",""
"VGVhY2hlci0xOTQwMjYy","1940262","Simon","Bott-Suzuki","Engineering","4.8","2.5","2","-1","0","0","0","0","2","2","0","0","1","3","0","0","","","","","","","","","",""
"VGVhY2hlci0yMzk5NzM=","239973","Carl","Fitzgerald","Mathematics","1.9","3.4","49","-1","15","21","8","4","1","49","2","0","48","4","0","49","Tough grader","2","Lots of homework","2","Gives good feedback","1","Beware of pop quizzes","1","",""
"VGVhY2hlci0xODgzNjUw","1883650","Tiffany","Dunbar","Biology","4.8","1.7","6","-1","0","0","0","0","6","6","0","0","2","5","0","0","","","","","","","","","",""
"VGVhY2hlci0xMTYxNDA2","1161406","Kevin","Dooley","Psychology","3.9","2.2","26","-1","1","3","2","8","12","26","0","0","21","2","0","13","EXTRA CREDIT","2","Clear grading criteria","1","Would take again","1","Lots of homework","1","Caring","1"
"VGVhY2hlci0xNTg4NTU1","1588555","Arielle","Borovsky","Languages","3.9","2.3","4","-1","1","0","0","0","3","4","0","0","3","2","0","2","","","","","","","","","",""
"VGVhY2hlci0xOTkxOTM3","1991937","James ","Aisenberg","Mathematics","3.7","3","3","-1","0","1","0","0","2","3","","","","7","0","0","Skip class? You won't pass.","1","Would take again","1","Inspirational","1","Caring","1","Lecture heavy","1"
"VGVhY2hlci03OTgzNjA=","798360","Peter","Andolfatto","Biology","3.9","3.3","4","-1","","","","","","","0","0","8","0","0","8","","","","","","","","","",""
"VGVhY2hlci05MzA0OTA=","930490","Jane","Kuo","Languages","4.7","3.1","10","-1","0","0","1","0","9","10","1","0","10","1","0","10","Would take again","1","Gives good feedback","1","Lots of homework","1","","","",""
"VGVhY2hlci05OTQwMTA=","994010","Jong-Sung","You","Political Science","3.9","2.8","9","-1","0","1","1","3","4","9","0","0","9","1","0","6","Hilarious","1","","","","","","","",""
"VGVhY2hlci0xNDIzMDQ=","142304","Louis","Hock","Film","3.7","2.6","11","-1","1","1","1","3","5","11","1","0","10","1","0","10","Would take again","1","Gives good feedback","1","Caring","1","","","",""
"VGVhY2hlci05MjU1OTU=","925595","Denise","Cai","Psychology","2.9","3.3","7","-1","1","1","2","1","2","7","1","0","9","1","0","9","Tough grader","1","Tests are tough","1","Lots of homework","1","","","",""
"VGVhY2hlci0xOTA1NjYy","1905662","Ryan","Heryford","Literature","4.9","1.8","4","-1","0","0","0","0","4","4","0","0","2","1","0","0","Get ready to read","1","Gives good feedback","1","Inspirational","1","","","",""
"VGVhY2hlci00NjQwODM=","464083","Robert","Tukey","Medicine","2.6","2.9","8","-1","3","1","0","3","1","8","0","0","7","1","0","6","Tough grader","1","Tests are tough","1","Group projects","1","","","",""
"VGVhY2hlci0xOTgwMzQz","1980343","Melanie","McComsey ","Cognitive Science","1.7","3.9","7","-1","4","1","1","1","0","7","5","0","3","8","0","0","Skip class? You won't pass.","5","Get ready to read","4","Lots of homework","4","So many papers","4","Tests? Not many","1"
"VGVhY2hlci0xMjA4NzU=","120875","Tony","Edwards","Humanities","4.1","2.9","35","-1","0","1","4","14","16","35","0","0","33","1","0","31","Skip class? You won't pass.","1","Would take again","1","So many papers","1","","","",""
"VGVhY2hlci0xOTg4MzEw","1988310","Shenggao","Zhou","Mathematics","4.8","1.7","3","-1","0","0","0","0","3","3","0","0","1","3","0","0","Would take again","1","","","","","","","",""
"VGVhY2hlci0xNzk2OTgz","1796983","Carlos","Guerrero","Chemistry","3.5","4","23","-1","1","5","2","5","10","23","0","0","20","8","0","6","Tough grader","7","Tests are tough","3","Would take again","3","Caring","3","Skip class? You won't pass.","2"
"VGVhY2hlci0xODU4NjQz","1858643","Jeremy","Boyd","Human Development","3.2","3.6","5","-1","0","1","2","0","2","5","2","0","3","4","0","0","Tough grader","2","Participation matters","2","Get ready to read","1","Tests are tough","1","Gives good feedback","1"
"VGVhY2hlci03MzgzOTI=","738392","Victoria","Lannen","Writing","4.7","2.5","32","-1","0","1","2","1","28","32","2","0","29","3","0","26","Get ready to read","2","Gives good feedback","2","Participation matters","1","Skip class? You won't pass.","1","Would take again","1"
"VGVhY2hlci0xMDM5NTY=","103956","Barbara","Sawrey","Science","4.5","2.5","32","-1","0","0","2","7","23","32","0","0","33","1","0","32","","","","","","","","","",""
"VGVhY2hlci01NDUwMjI=","545022","Bill","Lin","Engineering","4.3","2.7","25","-1","1","1","2","3","18","25","1","0","21","5","0","17","Tough grader","3","Skip class? You won't pass.","2","Caring","2","Respected","2","Group projects","1"
"VGVhY2hlci0yOTMxODY=","293186","Beheroze","Shroff","Literature","4.5","2.2","13","-1","0","1","1","0","11","13","1","0","12","1","0","12","Skip class? You won't pass.","1","Would take again","1","","","","","",""
"VGVhY2hlci0xODA2NzYx","1806761","Christopher","Bryan","Psychology","4.8","2.4","5","-1","0","0","0","1","4","5","1","0","3","2","0","0","Get ready to read","1","Skip class? You won't pass.","1","Amazing lectures ","1","Hilarious","1","Caring","1"
"VGVhY2hlci0xNjk2ODEy","1696812","Margarette Pamela","Burd","Medicine","4.5","1","1","-1","0","0","0","0","1","1","0","0","1","1","0","0","Tests? Not many","1","Gives good feedback","1","Hilarious","1","","","",""
"VGVhY2hlci0xNDcyNjQ5","1472649","Danielle","Beck-Ellsworth","Psychology","3.4","3","28","-1","4","2","8","5","9","28","0","0","26","4","0","13","Inspirational","3","Tough grader","1","Participation matters","1","Skip class? You won't pass.","1","Amazing lectures ","1"
"VGVhY2hlci01NDUzMDQ=","545304","Wayne","Giles","Engineering","4.7","2","5","-1","0","0","0","0","5","5","0","0","5","1","0","4","Participation matters","1","Caring","1","Respected","1","","","",""
"VGVhY2hlci0xNTM1NzI0","1535724","Teri","Markow","Biology","4","3","1","-1","0","0","0","1","0","1","0","0","1","1","0","1","Clear grading criteria","1","Would take again","1","Respected","1","","","",""
"VGVhY2hlci00NzMyODg=","473288","Darwin","Berg","Biology","4.2","3.6","58","-1","0","1","7","19","31","58","1","0","60","4","0","57","Would take again","1","Inspirational","1","Caring","1","","","",""
"VGVhY2hlci0zNzUxMDY=","375106","Brett","St. Louis","Ethnic Studies","4.8","3","5","-1","0","0","0","1","4","5","1","0","4","1","0","4","Inspirational","1","Caring","1","Respected","1","","","",""
"VGVhY2hlci0xNjI5MTk2","1629196","Alex","Eustis","Mathematics","1","4.5","2","-1","2","0","0","0","0","2","1","0","4","2","0","3","Lecture heavy","2","Tough grader","1","Tests are tough","1","","","",""
"VGVhY2hlci0xOTgyNjM4","1982638","Mica","Pollock","Education","5","1","1","-1","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","",""
"VGVhY2hlci0xOTg1NTg2","1985586","Dustin","Donahue","Music","4.5","3.5","2","-1","0","0","0","0","2","2","0","0","2","2","0","0","Skip class? You won't pass.","1","","","","","","","",""
"VGVhY2hlci04MTgyNzQ=","818274","Meera","Kumar","English","4","3","13","-1","0","1","3","1","8","13","1","0","10","2","0","7","Skip class? You won't pass.","2","Tough grader","1","Participation matters","1","Clear grading criteria","1","Gives good feedback","1"
"VGVhY2hlci05NzgyNDc=","978247","Jacek","Leskow","Mathematics","2.8","3.1","8","-1","1","2","2","2","1","8","0","0","13","1","0","2","","","","","","","","","",""
"VGVhY2hlci0xMzc2ODMw","1376830","Shu","Chien","Medicine","4.5","3","1","-1","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","",""
"VGVhY2hlci05NzQ5OQ==","97499","Amanda","Roberts","Psychology","4.6","1.9","58","-1","0","2","3","8","45","58","0","0","60","1","0","60","Gives good feedback","1","Hilarious","1","Respected","1","","","",""
"VGVhY2hlci0xMjg3NzU=","128775","George","Koob","Psychology","4.3","2.7","57","-1","1","0","5","15","36","57","0","0","59","1","0","56","Skip class? You won't pass.","1","Amazing lectures ","1","Respected","1","","","",""
"VGVhY2hlci0xOTU1OTM2","1955936","Tyler","Marghetis","Cognitive Science","4.9","2.2","5","-1","0","0","0","0","5","5","2","0","2","5","0","0","Amazing lectures ","4","Inspirational","2","Get ready to read","1","Would take again","1","Gives good feedback","1"
"VGVhY2hlci0xMjY0MTYx","1264161","Alison","Marsden","Engineering","4.3","2.4","5","-1","0","0","0","2","3","5","0","0","9","1","0","8","Caring","1","","","","","","","",""
"VGVhY2hlci04Mjkz","8293","Bill","Coles","Engineering","2.4","4.6","38","-1","15","9","3","4","7","38","0","0","38","1","0","37","Tough grader","1","Skip class? You won't pass.","1","Amazing lectures ","1","","","",""
"VGVhY2hlci04MDkxODI=","809182","Michael","Tiboris","Humanities","3.8","3.4","11","-1","0","1","3","1","6","11","0","0","12","1","0","11","Get ready to read","1","Gives good feedback","1","","","","","",""
"VGVhY2hlci0xNzI3Nzcy","1727772","Christel","Sutterley","Physics","4.6","2.1","12","-1","0","0","0","4","8","12","0","0","12","1","0","10","","","","","","","","","",""
"VGVhY2hlci01MjIxNTA=","522150","Sanford","Lakoff","Political Science","3.1","2.9","13","-1","2","2","2","4","3","13","0","0","15","1","0","13","Tough grader","1","Get ready to read","1","Lecture heavy","1","","","",""
"VGVhY2hlci0xODI2MDA4","1826008","Timothy","Whitfield.","Psychology","4.8","1.7","13","-1","0","0","0","2","11","13","1","0","6","4","0","0","Would take again","2","Amazing lectures ","1","Tests? Not many","1","Hilarious","1","",""
"VGVhY2hlci0zNTE2Nzg=","351678","Tom","Murphy","Physics","4.5","2","21","-1","1","0","0","4","16","21","0","0","21","1","0","20","","","","","","","","","",""
"VGVhY2hlci0yODY0NDg=","286448","Fred","Driscoll","Physics","4.1","2.5","12","-1","0","1","2","2","7","12","0","0","13","1","0","11","","","","","","","","","",""
"VGVhY2hlci0xMTE1MjM0","1115234","John","Orara","Physics","4.3","3.9","9","-1","1","0","0","1","7","9","0","0","9","1","0","8","","","","","","","","","",""
"VGVhY2hlci0xNzQ2OTEz","1746913","David","Stone","Physics","4","3.5","4","-1","1","0","0","0","3","4","1","0","1","1","0","1","","","","","","","","","",""
"VGVhY2hlci0yODY0NDk=","286449","Robert","Dynes","Physics","3","3","2","-1","1","0","0","0","1","2","0","0","2","1","0","1","","","","","","","","","",""
"VGVhY2hlci00MjYyMjQ=","426224","Julie","Cullen","Economics","4.3","2.9","15","-1","1","0","0","4","10","15","1","0","16","2","0","14","Participation matters","1","Clear grading criteria","1","Would take again","1","","","",""
"VGVhY2hlci0xODQ1OTEz","1845913","Jason","Gaddis","Mathematics","2.6","2.1","22","-1","4","4","9","3","2","22","0","0","5","1","0","0","","","","","","","","","",""
"VGVhY2hlci0xMjM1MTg2","1235186","Jeffrey","Omens","Engineering","5","1.5","2","-1","0","0","0","0","2","2","0","0","1","1","0","1","Amazing lectures ","1","Inspirational","1","Caring","1","","","",""
"VGVhY2hlci0zNTk1MDk=","359509","Hifumi","Ito","Languages","4.7","2","29","-1","0","0","0","7","22","29","2","0","23","2","0","25","Would take again","2","Hilarious","1","Caring","1","Respected","1","",""
"VGVhY2hlci03ODI0ODU=","782485","Marina","Lavelle","Languages","4.1","2.3","4","-1","0","0","0","3","1","4","0","0","4","1","0","3","Tough grader","1","Participation matters","1","Gives good feedback","1","","","",""
"VGVhY2hlci0xNzI4MDQ3","1728047","Rupert","Stasch","Anthropology","2.9","2","4","-1","1","0","1","1","1","4","0","0","2","1","0","2","Tests? Not many","1","Lecture heavy","1","","","","","",""
"VGVhY2hlci0xMzU5NTg3","1359587","Eun-Young","Jung","Music","3.3","2.3","16","-1","1","4","1","5","5","16","0","0","15","1","0","12","Skip class? You won't pass.","1","Gives good feedback","1","Caring","1","","","",""
"VGVhY2hlci0xODQ5MDA0","1849004","Hui","Sun","Mathematics","4.1","3.6","8","-1","0","1","1","0","6","8","0","0","3","1","0","0","Would take again","1","Gives good feedback","1","Hilarious","1","","","",""
"VGVhY2hlci0xMTYxNTEw","1161510","Danielle","Jung","Political Science","5","3.5","2","-1","0","0","0","0","2","2","0","0","2","1","0","1","Participation matters","1","So many papers","1","Respected","1","","","",""
"VGVhY2hlci02Njk1Nzc=","669577","Mark","MacHina","Economics","2.8","4.2","75","-1","11","22","15","10","17","75","0","0","86","2","0","84","","","","","","","","","",""
"VGVhY2hlci00MzA5MDE=","430901","Steven","Carlisle","Writing","4.3","2.6","54","-1","1","0","4","19","30","54","1","0","52","1","0","54","Skip class? You won't pass.","1","Amazing lectures ","1","Hilarious","1","","","",""
"VGVhY2hlci0xODEyMTMw","1812130","Steven","Meyers","Sociology","4.4","3.3","4","-1","0","0","1","0","3","4","0","0","1","1","0","0","","","","","","","","","",""
"VGVhY2hlci0xNjU1MDU2","1655056","Maryann","Hohn","Mathematics","5","3.5","4","-1","0","0","0","0","4","4","1","0","2","1","0","1","","","","","","","","","",""
"VGVhY2hlci04ODM1Njg=","883568","Lisa","Porter","Theater","5","4","1","-1","0","0","0","0","1","1","2","0","0","2","0","0","Skip class? You won't pass.","1","Inspirational","1","Hilarious","1","","","",""
"VGVhY2hlci0xMzgyNTkx","1382591","Laida","Lertxundi","Visual Arts","4.1","3.3","11","-1","2","0","0","2","7","11","3","0","9","5","0","5","Inspirational","4","Participation matters","2","Skip class? You won't pass.","1","Amazing lectures ","1","Would take again","1"
"VGVhY2hlci05MDg3MjY=","908726","Roger","Levy","Languages","4","2.3","11","-1","0","0","2","4","5","11","1","0","11","1","0","10","Tough grader","1","Clear grading criteria","1","Beware of pop quizzes","1","","","",""
"VGVhY2hlci0yMjcwNw==","22707","John","Wheeler","Science","2","4.7","35","-1","13","11","4","6","1","35","0","0","29","1","0","34","Tough grader","1","Inspirational","1","Respected","1","","","",""
"VGVhY2hlci0zNjEyODY=","361286","Robert","Zelickman","Music","3.7","1.7","29","-1","3","1","2","13","10","29","0","0","30","1","0","26","","","","","","","","","",""
"VGVhY2hlci0xNjIyNTg1","1622585","Benjamin","Graham","Political Science","3.9","2.9","9","-1","1","0","2","1","5","9","1","0","11","1","0","11","Tough grader","1","Get ready to read","1","Skip class? You won't pass.","1","","","",""
"VGVhY2hlci0xNTUwMzk0","1550394","Caralyn","Bialo","Literature","4.8","2.3","3","-1","0","0","0","0","3","3","1","0","2","1","0","2","Amazing lectures ","1","Would take again","1","Gives good feedback","1","","","",""
"VGVhY2hlci01OTUyOTA=","595290","Sungho","Jin","Engineering","5","1","4","-1","0","0","0","0","4","4","1","0","3","1","0","3","Gives good feedback","1","","","","","","","",""
"VGVhY2hlci01NzQ4NzE=","574871","Robert","wannamaker","Music","4.6","2.2","5","-1","0","0","0","1","4","5","1","0","4","1","0","4","Respected","1","","","","","","","",""
"VGVhY2hlci0xMjIzMDg=","122308","Paul","Kube","Computer Science","3","3","78","-1","7","17","22","18","14","78","0","0","82","1","0","80","Respected","1","","","","","","","",""
"VGVhY2hlci0xMTkwNjM1","1190635","Paul","Horn","Mathematics","5","2.7","6","-1","0","0","0","0","6","6","1","0","5","1","0","5","Would take again","1","Gives good feedback","1","Respected","1","","","",""
"VGVhY2hlci0xMDAyNDU0","1002454","David","Pye","History","3","3","26","-1","6","6","3","3","8","26","0","0","30","1","0","30","Tough grader","1","Get ready to read","1","Lecture heavy","1","","","",""
"VGVhY2hlci0xOTIzMDA0","1923004","Krista","Todd","Biology","4.2","4","3","-1","0","0","1","0","2","3","3","0","1","4","0","0","Skip class? You won't pass.","2","Would take again","2","Caring","2","Tough grader","1","Clear grading criteria","1"
"VGVhY2hlci00MTI0NDQ=","412444","Margaret","Fajardo","Writing","3.2","3.4","15","-1","3","2","3","1","6","15","1","0","15","3","0","13","Get ready to read","2","So many papers","2","Tough grader","1","Group projects","1","",""
"VGVhY2hlci01NzAzMDQ=","570304","John C.","Moore","Linguistics","3.2","3.9","18","-1","2","1","6","6","3","18","0","0","17","1","0","16","Skip class? You won't pass.","1","","","","","","","",""
"VGVhY2hlci0xNDIwOTM=","142093","Phel","Steinmetz","Fine Arts","4.6","2.3","11","-1","0","0","1","0","10","11","0","0","13","1","0","13","Gives good feedback","1","Caring","1","Respected","1","","","",""
"VGVhY2hlci05MTE2MzY=","911636","Bimal","Kad","Engineering","2.4","3.8","21","-1","5","7","3","5","1","21","0","0","32","1","0","28","Tough grader","1","Skip class? You won't pass.","1","Lots of homework","1","","","",""
"VGVhY2hlci0xODg0NDY1","1884465","Marisa","Brandt","Communication","2.7","3.6","5","-1","0","2","1","2","0","5","0","0","1","1","0","0","EXTRA CREDIT","1","Gives good feedback","1","Lots of homework","1","","","",""
"VGVhY2hlci0xMjg5ODA5","1289809","Jodi","Eisenberg","Writing","4.5","2.8","5","-1","0","0","0","2","3","5","0","0","6","1","0","5","Skip class? You won't pass.","1","Would take again","1","Gives good feedback","1","","","",""
"VGVhY2hlci00MTMxNjc=","413167","David","Forman-Barzilai","Political Science","3","2.3","84","-1","10","16","14","28","16","84","0","0","89","0","0","91","","","","","","","","","",""
"VGVhY2hlci0xOTE1NTYx","1915561","Ian","Schanning","Physics","1.5","5","1","-1","0","1","0","0","0","1","0","0","1","1","0","0","","","","","","","","","",""
"VGVhY2hlci02NDc1MjY=","647526","Valentin I","Shevchenko","Engineering","4","2.9","8","-1","0","0","3","1","4","8","0","0","8","0","0","7","","","","","","","","","",""
"VGVhY2hlci0xNzc3OTg2","1777986","Pieter","Dorrestein","Chemistry","3.1","3.4","5","-1","2","0","0","1","2","5","0","0","4","0","0","2","","","","","","","","","",""
"VGVhY2hlci0yNTUxNjU=","255165","Edwin","Hutchins","Cognitive Science","3.1","2.9","33","-1","3","8","6","7","9","33","0","0","27","0","0","25","","","","","","","","","",""
"VGVhY2hlci04ODI3MTk=","882719","Charles","Oates","Theater","4.6","2.3","4","-1","0","0","0","1","3","4","0","0","3","0","0","3","","","","","","","","","",""
"VGVhY2hlci04MjQ4Mjk=","824829","Eric","Van Young","History","4.4","2","8","-1","0","0","1","2","5","8","0","0","9","0","0","7","","","","","","","","","",""
"VGVhY2hlci0xODk3NDQz","1897443","Michael","Lettieri","History","1.8","4","2","-1","1","0","1","0","0","2","0","0","0","0","0","0","","","","","","","","","",""
"VGVhY2hlci0xOTA4NjQz","1908643","Craig","MacIntosh","Economics","1","5","1","-1","1","0","0","0","0","1","0","0","1","0","0","0","","","","","","","","","",""
"VGVhY2hlci0yMDYyMDc=","206207","Michael","Parrish","History","4.2","3.2","32","-1","0","2","3","9","18","32","0","0","29","0","0","31","","","","","","","","","",""
"VGVhY2hlci0xODQxMzg2","1841386","Wiseley","Wong","Mathematics","3.3","3.4","33","-1","3","7","5","6","12","33","0","0","9","1","0","0","","","","","","","","","",""
"VGVhY2hlci0xMjA2NjE3","1206617","Lili","Xie","Economics","2.7","3","41","-1","10","8","10","4","9","41","0","0","49","0","0","44","","","","","","","","","",""
"VGVhY2hlci02NzA3Njg=","670768","John","Rouse","Theater","2.7","2.5","15","-1","0","5","6","3","1","15","0","0","14","0","0","13","","","","","","","","","",""
"VGVhY2hlci0xODgwNTY3","1880567","Ana Cristin","Murillo Arnal","Computer Science","3.5","2.6","8","-1","2","0","1","1","4","8","0","0","2","0","0","0","","","","","","","","","",""
"VGVhY2hlci00NjkwNTA=","469050","Marjorie","Flavin","Economics","2.3","2.7","22","-1","3","8","10","0","1","22","0","0","21","0","0","22","","","","","","","","","",""
"VGVhY2hlci0xNTk1OTQ=","159594","James","Lin","Mathematics","3.2","3.4","63","-1","9","12","12","10","20","63","1","0","64","0","1","66","","","","","","","","","",""
"VGVhY2hlci02NTU1OTk=","655599","Ellis","Krauss","Political Science","4.1","4","13","-1","1","1","0","3","8","13","0","0","14","0","0","14","","","","","","","","","",""
"VGVhY2hlci0xNzUyNTYw","1752560","Heather","Tierney","Economics","3.8","2.5","19","-1","1","0","4","6","8","19","0","0","38","0","0","30","","","","","","","","","",""
"VGVhY2hlci00MTIwNTM=","412053","Suzanne","Cahill","History","3.5","2.6","51","-1","3","3","17","14","14","51","1","0","48","1","0","50","","","","","","","","","",""
"VGVhY2hlci0xOTA2MzUx","1906351","Jason","Brenier","Accounting","1","5","1","-1","1","0","0","0","0","1","0","0","1","0","0","0","","","","","","","","","",""
"VGVhY2hlci0xMTAzMjIw","1103220","James","Coyle","International Studies","2.8","1.8","5","-1","1","2","0","1","1","5","0","0","4","0","0","1","","","","","","","","","",""
